date,open,high,low,close,volume
2022-08-17 00:00:00,2.0199999809265137,2.0199999809265137,2.0199999809265137,2.0199999809265137,3400
2022-08-08 00:00:00,2.0,2.0199999809265137,2.0,2.0199999809265137,2188
2022-08-05 00:00:00,1.9700000286102293,2.0,1.9700000286102293,2.0,15400
2022-08-02 00:00:00,2.0,2.0,2.0,2.0,1000
2022-08-01 00:00:00,1.995000004768372,1.995000004768372,1.995000004768372,1.995000004768372,3759
2022-07-29 00:00:00,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.9800000190734863,3782
2022-07-26 00:00:00,1.934999942779541,1.934999942779541,1.9299999475479128,1.9299999475479128,6000
2022-07-22 00:00:00,1.9299999475479128,1.9800000190734863,1.9299999475479128,1.9800000190734863,13882
2022-07-20 00:00:00,1.9299999475479128,1.9299999475479128,1.9299999475479128,1.9299999475479128,1195
2022-07-19 00:00:00,1.9299999475479128,1.9299999475479128,1.9299999475479128,1.9299999475479128,1287
2022-07-18 00:00:00,1.9600000381469729,1.9600000381469729,1.9299999475479128,1.9299999475479128,3058
2022-07-15 00:00:00,1.9299999475479128,1.9299999475479128,1.919999957084656,1.919999957084656,61241
2022-07-14 00:00:00,1.9299999475479128,1.9299999475479128,1.919999957084656,1.919999957084656,571
2022-07-13 00:00:00,1.919999957084656,1.919999957084656,1.919999957084656,1.919999957084656,42607
2022-07-12 00:00:00,1.9149999618530276,1.9450000524520876,1.9149999618530276,1.919999957084656,21226
2022-07-08 00:00:00,1.8200000524520876,1.8200000524520876,1.8200000524520876,1.8200000524520876,856
2022-07-07 00:00:00,1.7599999904632568,1.7599999904632568,1.7599999904632568,1.7599999904632568,17859
2022-07-06 00:00:00,1.7599999904632568,1.7599999904632568,1.7599999904632568,1.7599999904632568,2
2022-07-05 00:00:00,1.7599999904632568,1.7599999904632568,1.7599999904632568,1.7599999904632568,1724
2022-07-04 00:00:00,1.7599999904632568,1.7599999904632568,1.75,1.7599999904632568,9429
2022-07-01 00:00:00,1.7549999952316284,1.7649999856948853,1.75,1.75,1351
2022-06-30 00:00:00,1.875,1.875,1.875,1.875,5261
2022-06-29 00:00:00,1.6799999475479126,1.850000023841858,1.6799999475479126,1.7999999523162842,80172
2022-06-28 00:00:00,1.5299999713897705,1.5299999713897705,1.5299999713897705,1.5299999713897705,14032
2022-06-27 00:00:00,1.5,1.5,1.5,1.5,969
2022-06-24 00:00:00,1.465000033378601,1.465000033378601,1.4600000381469729,1.4600000381469729,1000
2022-06-23 00:00:00,1.465000033378601,1.465000033378601,1.4600000381469729,1.4600000381469729,3386
2022-06-14 00:00:00,1.5549999475479126,1.5549999475479126,1.534999966621399,1.534999966621399,19130
2021-12-13 00:00:00,1.7649999856948853,1.7649999856948853,1.7599999904632568,1.7599999904632568,5200
2021-12-08 00:00:00,1.7599999904632568,1.7599999904632568,1.7599999904632568,1.7599999904632568,1709
