date,open,high,low,close,volume
2022-08-18 00:00:00,33.970001220703125,33.970001220703125,32.40999984741211,32.95000076293945,142550
2022-08-17 00:00:00,33.4900016784668,34.29999923706055,33.40999984741211,34.16999816894531,117013
2022-08-16 00:00:00,34.25,34.43000030517578,33.41999816894531,33.560001373291016,221393
2022-08-15 00:00:00,33.779998779296875,34.369998931884766,33.470001220703125,33.91999816894531,132451
2022-08-12 00:00:00,33.599998474121094,33.599998474121094,32.81999969482422,33.11000061035156,100679
2022-08-11 00:00:00,33.04999923706055,34.040000915527344,32.77000045776367,33.86000061035156,130327
2022-08-10 00:00:00,33.02000045776367,33.16999816894531,32.36000061035156,32.40999984741211,150028
2022-08-09 00:00:00,32.709999084472656,33.900001525878906,32.709999084472656,33.869998931884766,143137
2022-08-08 00:00:00,32.93000030517578,33.040000915527344,32.279998779296875,32.709999084472656,201846
2022-08-05 00:00:00,32.70000076293945,33.38999938964844,32.61000061035156,32.84000015258789,95453
2022-08-04 00:00:00,33.400001525878906,33.95000076293945,32.7599983215332,32.779998779296875,191698
2022-08-03 00:00:00,33.70000076293945,33.70000076293945,32.189998626708984,32.83000183105469,147417
2022-08-02 00:00:00,33.0,33.40999984741211,32.84000015258789,33.2599983215332,124548
2022-08-01 00:00:00,33.29999923706055,33.7599983215332,32.810001373291016,32.869998931884766,151293
2022-07-29 00:00:00,33.06999969482422,33.25,32.51499938964844,33.119998931884766,192636
2022-07-28 00:00:00,31.850000381469727,32.540000915527344,31.700000762939453,32.41999816894531,130541
2022-07-27 00:00:00,30.229999542236328,31.520000457763672,30.229999542236328,31.299999237060547,190109
2022-07-26 00:00:00,31.40999984741211,31.40999984741211,29.8799991607666,30.950000762939453,214492
2022-07-25 00:00:00,32.720001220703125,32.95000076293945,31.899999618530277,31.899999618530277,152918
2022-07-22 00:00:00,33.29999923706055,33.34000015258789,32.400001525878906,32.63999938964844,199625
2022-07-21 00:00:00,32.279998779296875,33.2599983215332,32.040000915527344,33.2599983215332,278388
2022-07-20 00:00:00,31.899999618530277,32.369998931884766,31.40999984741211,32.2599983215332,207109
2022-07-19 00:00:00,30.959999084472656,31.6200008392334,30.6299991607666,31.09000015258789,130959
2022-07-18 00:00:00,31.0,31.86000061035156,30.530000686645508,31.18000030517578,129754
2022-07-15 00:00:00,30.75,30.8700008392334,29.959999084472656,30.549999237060547,127710
2022-07-14 00:00:00,30.770000457763672,31.239999771118164,30.540000915527344,30.809999465942383,266144
2022-07-13 00:00:00,29.90999984741211,30.700000762939453,29.440000534057617,30.700000762939453,201309
2022-07-12 00:00:00,30.149999618530277,30.489999771118164,29.8799991607666,29.940000534057617,200451
2022-07-11 00:00:00,31.700000762939453,31.989999771118164,30.170000076293945,30.229999542236328,165243
2022-07-08 00:00:00,30.82999992370605,31.57999992370605,30.5,31.350000381469727,234282
2022-07-07 00:00:00,30.309999465942383,30.559999465942383,29.920000076293945,30.479999542236328,166728
2022-07-06 00:00:00,29.59000015258789,31.1200008392334,29.5049991607666,30.13999938964844,245946
2022-07-05 00:00:00,29.479999542236328,29.959999084472656,29.25,29.649999618530277,244405
2022-07-04 00:00:00,29.5,29.799999237060547,28.93000030517578,29.43000030517578,168777
2022-07-01 00:00:00,28.899999618530277,29.399999618530277,28.674999237060547,28.90999984741211,237887
2022-06-30 00:00:00,28.61000061035156,28.88999938964844,28.149999618530277,28.239999771118164,263317
2022-06-29 00:00:00,30.049999237060547,30.309999465942383,28.82999992370605,28.82999992370605,298734
2022-06-28 00:00:00,30.149999618530277,30.82999992370605,30.030000686645508,30.780000686645508,189386
2022-06-27 00:00:00,29.43000030517578,31.040000915527344,29.26000022888184,30.559999465942383,359815
2022-06-24 00:00:00,27.799999237060547,29.200000762939453,27.6299991607666,29.01000022888184,324581
2022-06-23 00:00:00,26.90999984741211,27.450000762939453,26.899999618530277,27.020000457763672,287305
2022-06-22 00:00:00,26.6200008392334,27.690000534057617,26.36000061035156,26.670000076293945,222772
2022-06-21 00:00:00,27.670000076293945,27.899999618530277,26.700000762939453,26.90999984741211,292191
2022-06-20 00:00:00,26.3799991607666,27.600000381469727,26.21999931335449,27.34000015258789,310208
2022-06-17 00:00:00,25.600000381469727,26.13999938964844,24.84000015258789,25.799999237060547,1378480
2022-06-16 00:00:00,27.459999084472656,28.030000686645508,27.21999931335449,27.299999237060547,379823
2022-06-15 00:00:00,28.34000015258789,28.45499992370605,27.030000686645508,27.07999992370605,481520
2022-06-14 00:00:00,28.0,28.5,27.3700008392334,28.38999938964844,422832
2022-06-10 00:00:00,29.350000381469727,29.649999618530277,28.700000762939453,29.43000030517578,151439
2022-06-09 00:00:00,29.82999992370605,30.170000076293945,29.5,29.5,199787
2022-06-08 00:00:00,30.51000022888184,30.530000686645508,29.440000534057617,29.84000015258789,299930
2022-06-07 00:00:00,31.34000015258789,31.479999542236328,30.049999237060547,30.170000076293945,263468
2022-06-06 00:00:00,30.790000915527344,31.170000076293945,30.559999465942383,31.170000076293945,253317
2022-06-03 00:00:00,31.350000381469727,31.3799991607666,30.790000915527344,30.790000915527344,302186
2021-11-15 00:00:00,52.810001373291016,53.41999816894531,52.34999847412109,52.900001525878906,100686
2021-11-12 00:00:00,53.400001525878906,53.400001525878906,52.11000061035156,52.630001068115234,84604
2021-11-11 00:00:00,53.0,53.36000061035156,51.619998931884766,52.27999877929688,184525
2021-11-10 00:00:00,51.7400016784668,52.93000030517578,51.560001373291016,52.72999954223633,160511
2021-11-09 00:00:00,51.77000045776367,52.59000015258789,51.45000076293945,52.220001220703125,193220
