date,open,high,low,close,volume
2021-10-19,1.8799999952316284,1.909999966621399,1.8799999952316284,1.899999976158142,187853
2021-10-20,1.899999976158142,1.9049999713897705,1.8650000095367432,1.870000004768372,311909
2021-10-21,1.870000004768372,1.870000004768372,1.825000047683716,1.840000033378601,212648
2021-10-22,1.830000042915344,1.8600000143051147,1.830000042915344,1.840000033378601,202161
2021-10-25,1.8350000381469729,1.924999952316284,1.8350000381469729,1.914999961853028,205791
2021-10-26,1.9049999713897705,1.909999966621399,1.875,1.8899999856948853,218986
2021-10-27,1.899999976158142,1.909999966621399,1.875,1.8799999952316284,93264
2021-10-28,1.9149999618530273,1.9149999618530273,1.774999976158142,1.7899999618530273,311029
2021-10-29,1.784999966621399,1.8049999475479126,1.7100000381469727,1.7100000381469727,610007
2021-11-01,1.7200000286102295,1.809999942779541,1.7200000286102295,1.7699999809265137,193299
2021-11-02,1.75,1.840000033378601,1.75,1.840000033378601,262212
